Index,answers
t_29,"['Okay, here are the transcriptions of the audio clips:\n\n**Clip 1:**\n\n我感觉我生气的时候不是特别多，然后生气的时候处理自己的情绪的话， 嗯，我觉得我暂时没有特别好的处理方式。嗯，但是我觉得不会对我造成什么比较大的影响吧。 嗯毕竟不是自己认为自己不是一个特别爱生气的。\n\n**Clip 2:**\n\n我希望以后的工作那肯定要就我现在学的专业呗，就程序员嘛。然后最好不要996，我还是希望就是工资不用特别高，但是就是最好比如说朝九晚六一周工作五天，不要老是加班这样。\n\n**Clip 3:**\n\n昨天在网上查那个注册会计师成绩的时候，发现那个就是自然辩证法那个成绩92分，然后听说这个成绩还挺高的，所以感觉特别']","['我感觉我生气的时候不是特别多，然后生气的时候处理自己的情绪的话，嗯，我觉得，我暂时没有什么特别好的处理方式，但是我感觉这个对我不会造成什么比较大的影响吧，毕竟不是自己认为自己不是一个特别爱生气的人', '昨天，额，在网上查那个，期末考试成绩的时候，发现，那个就自然辩证法，那个成绩92分，听说这个成绩还挺高的，所以感觉特别', '我希望以后的工作，那肯定，就，我现在学的专业呗，就程序员吧。然后，最好不要996，还是希望就是，工资不用特别高，但是，额就是，最好朝九晚六，一周工作五天，不要老是加班加']"
t_3,"['clip 1: 就是那种仗着自己就是性格特别大咧咧,然后其实就是经常就是会做一些伤害别人举动的事情,然后自己却完全不在。\nclip 2: 我们家是重组家庭,就是 嗯 我我妈妈跟我爸爸离婚了,然后他呃,就是给我找继父,然后我爸那边也有就是也就再婚了。 然后我现在是跟妈妈。\nclip 3: 吃的,就比如说桂林米粉、猪同粉、烧鸭、烧鹅、柠檬鸭。']","['就是那种仗着自己，就是性格特别大大咧咧，然后，其实，就是，经常，就是会做一些伤害别人举动的事情', '吃的，就比如说，桂林米粉，卷筒粉，烧鸭，烧鹅，柠檬鸭', '我们家是重组家庭，就是，额，我，我妈妈跟我爸爸离婚了，然后她就给我找了继父，然后我爸那边也，就是，也再婚了，然后我现在是跟妈妈']"
t_30,"[""Okay, here's the transcription of the audio clips:\n\n**Clip 1:**\n\n上一次和別人爭長,已經忘了是什麼時候了。\n\n**Clip 2:**\n\n從事我這方面專業方面的工作吧,因為我也不知道 我能做什麼。\n\n**Clip 3:**\n\n最近感到開心的是,就是放假了吧。""]","['上一次，好像，与别人争吵，已经忘了是什么时候了', '最近感到开心的事就是放假了吧', '从事，我，这方面，专业方面的工作吧，因为，我也不知道我能做啥']"
t_31,"['Okay, here\'s the transcription of the audio clips:\n\n*   **Clip 1:** ""我很少失眠,然后失眠的时候,没,就感觉就是,能不能睡着随便吧。""\n\n*   **Clip 2:** ""我选择的专业是软件工程,然后当时就想学计算机吧,觉得就业前景好,就这样。""\n\n*   **Clip 3:** ""我放松的时候喜欢看美食视频和玩游戏,因为能让我放松,要什么都不用想。""']","['额，我很少失眠，然后失眠的时候，没，就感觉就是能不能睡着，随便吧', '我放松的时候喜欢看美食视频和玩游戏，因为能让我放松呀，什么都不要想', '额，我选择的专业是软件工程。然后，额，当时就想学计算机吧，觉得就业前景好，就这样']"
t_32,"['Okay, here are the transcriptions for each clip:\n\n**Clip 1:**\n\n呃,傷心的時候一般會聽音樂,一個人靜靜,或者是去 去外面運動發洩。\n\n**Clip 2:**\n\n印象最深刻的經歷應該是去西藏旅遊,因為 嗯,景色很美,而且和家人一起去。\n\n**Clip 3:**\n\n那時候喜歡看小說,因為 嗯 其實太有趣的故事會讓心情比較愉快。']","['嗯，生气的时候一般会听音乐，一个人静一静，或者去外面运动，发泄一下情绪', '的时候喜欢看小说，因为，就是看有趣的故事会心情比较愉快', '印象最深刻的经历应该是去西藏旅游，因为，嗯，景色很美，而且和家人一起去']"
t_33,"['好的，以下是錄音檔的轉錄內容：\n\n*   **Clip 1:**\n    我 不經常失眠, 但是呃 每天要隔一段, 上床之後要隔一段時間才能睡著。 所以這個這段時間我就會想一些,一些衣服的美的,然後, 並不是太痛苦。\n*   **Clip 2:**\n    我視頻還喜歡長得 漂亮的小孩子,因為看著長漂亮的小孩子就 想起了小時候的我。\n*   **Clip 3:**\n    生活中給我帶人上面影響的人應該是我的媽媽。 嗯,爸爸和我的 呃 朋友,然後 呃 一朋友,他們就是 很可愛,然後會給我一些正確的引導,然後 能夠使我很開心,看他們就']","['我不经常失眠但是，额，每天要隔一段，上床之后要隔一段时间才能睡觉，这段时间我就会想一些有的没的，并不是很痛苦', '生活中给我带来正面影响的人应该是我的妈妈，嗯，爸爸和我的，额，朋友，然后，额，女朋友，他们就是很可爱，会给我一些正确的引导，然后，能够使我很开心，看到他们就很开心', '我是比较喜欢长得漂亮的小孩子，因为看到长得漂亮的小孩子，就想起了小时的我']"
t_34,"['好的，这是音频文件的转录文本：\n*   **Clip 1:** 是前面一次写的程序出了bug, 然后调了很久调不出来。\n*   **Clip 2:** 我家我父母还有三个姐姐。\n*   **Clip 3:** 家乡的风景好, 空气好, 然后家乡人民特别热情。']","['是前面一次写的程序出了BUG', '家乡的风景好，空气好，然后家乡的人民特别热情', '额，我家，我，父母，还有三个姐姐']"
t_35,['好的，以下是音檔的文字稿：\n\n*   **Clip 1:**\n\n我最討厭的事情應該就是排隊插隊的現象。因為我本身就算是一個就是並沒有那麼耐心的人。然後我在排隊的時候突然就旁邊有人插隊的話，我會特別生氣，然後有時候我會就和他 和他就是會說說這個事情吧。\n\n*   **Clip 2:**\n\n我非常喜歡小孩子，可能是從小到大，然後我基本上是在家裡有一個年紀比較大的一個大哥哥存在的。然後每次放學回家的時候，然後都是會帶著我幾個弟弟一起玩。所以說是可能到，就是感覺和他們在一起就是呃能感覺聊得來吧。然後我感覺我自己現在其實也沒有並沒有完全的長大，所以說還是比較喜歡小孩子。當然有的人是就是覺得小孩子比較鬧，但是我感覺我應該能管得住他們。\n\n*   **Clip 3:**\n\n放鬆的時候就是最喜歡去打球，或者是在宿舍裡看電視看比賽。然後有時候會出去到現場看比賽。就感覺可以讓整個大腦都放鬆一下，什麼都不用想。'],"['我最讨厌的事情应该就是排队插队的现象，因为我本身就算是一个就是并没有那么耐心的人，然后我在排队的时候，突然就旁边有人插队的话我会特别的生气，然后，有的时候我会就，和他，和他就是会说这个事情的', '放松的时候就是最喜欢去，打球或者是在宿舍里看电视看比赛，然后有时候还会出去到现场去看比赛，就感觉可以让整个大脑都放松一下，什么都不用想', '我非常喜欢小孩子，可能是从小到大，然后，我基本上在家是以一个年纪比加大的一个大哥哥的存在，然后每次放假回家的时候，然后，我都是会带着我几个弟弟一起玩，所以说这可能导致，感觉他们在一起就是，额，能感觉聊得来吧，']"
t_36,"['Okay, here are the transcriptions of the three clips you provided:\n\n*   **Clip 1:** ""要看是什麼樣的情況吧, 就是 普通的話, 我覺得應該沒, 沒什麼, 就比較生氣的話, 一般會 看看情況, 就是一般會先憋著吧, 然後 等到有機會的話,會和朋友.""\n*   **Clip 2:** ""嗯, 在大學中學習的是軟件工程。 當時選這個專業, 一方面是覺得這個專業工作 比較好找吧, 然後 覺得從事, 以後要從事的工作還有現在要學的東西""\n*   **Clip 3:** ""上次感到開心 應該是  發現自己喜歡的動畫一次跟。""']","['那要看是什么样的情况吧，就是，普通的话我觉得应该没，没什么，就比较生气的话一般会看，看情况，一般会先憋着吧，然后，等到有机会的话会和朋友啊之类的，吐槽一下之类的', '上一次感到开心应该是，额，发现自己喜欢的动画一次更', '嗯，在大学中学习的是软件工程，当时选这个专业一方面是觉得这个专业的工作比较好找吧，然后觉得从事，以后要从事的工作，还有现在要学的东西']"
t_38,"['Okay, here are the transcriptions of the three audio clips:\n\n*   **Clip 1:** 大概就是在 抢不到车票的时候吧, 因为买机票真的, 真的要贵很多, 然后春运嘛就 很多方法都试了还是抢不到。\n\n*   **Clip 2:** 我学的是软件工程专业, 因为 就从小就对这方面比较感兴趣。\n\n*   **Clip 3:** 最喜欢家乡的气候吧, 就夏天 夏天也就20多度, 冬天也就10度左右, 比较适合居住吧。']","['大概就是在，抢不到车票的时候吧，因为买机票，真的，真的要贵很多。然后，春运嘛，就，就很多方法都试了还是抢不到', '最喜欢家乡的气候吧，就夏天，夏天也就二十多度，冬天也就十度左右，比较适合居住吧', '我学的是软件工程专业，因为就从小就对这方面比较感兴趣']"
t_39,['好的，以下是音频的文字稿：\n\n**Clip 1:**\n最一次不开心应该是期末考试吧，因为当时状态不是很好。 就是每一门复习都 想学学不进去，不想学又不敢放。 就非常自责。 嗯，然后刚刚看了出来的成绩，有的也不是很理想，所以 挺，挺奥。\n\n**Clip 2:**\n很喜欢，因为小孩子一般都很吵。 而且容易不讲理，不知道他们会对我或者是我的 一些东西做出什么。 如果是那种亲戚家的小孩子的话，倒是还可以吧， 去逗一逗啊，抱一抱之类的，还可以接受，但是陌生的小孩子，嗯不是很喜欢。 其实也分种类，如果是很乖很懂事的小孩，单纯因为可爱的话，就 嗯，还挺喜欢的，但是感觉不如可爱的猫猫狗狗给我喜欢的程度更大一些。\n\n**Clip 3:**\n开心是今天中午的时候，我有一个从小就特别好的朋友去了日本考学。 考了好多所，考了半年多了都没有考上，终于今天中午拿到了录取通知书，就非常替他开心。'],"['最近一次不开心应该是期末考试吧，因为当时状态不是很好，就是，每一门复习都，想学也学不进去，不想学又不敢放，就非常自责。嗯，然后，刚刚看了出来的成绩，有的也不是很理想，所以挺，挺懊悔', '上一次开心是今天中午的时候我有一个从小就特别好的朋友去了日本考学，考了好多所，考了半年多了都没有考上，终于今天中午拿到了录取通知书，就非常替他开心', '不太喜欢，因为小孩子一般都很吵，而且容易不讲理。不知道他们会对我，或者是我的一些东西做出什么，如果是那种亲戚家的孩子的话倒是还可以吧，去逗一逗抱一抱之类的可以接受，但是陌生的小孩子，嗯，不是很喜欢。其实也分种类，如果是很乖很懂事的小孩，单纯因为可爱的话，就，嗯，还挺喜欢的，但是感觉不如可爱的猫猫狗狗，给我喜欢的程度更大一些。']"
